Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Elder Mushroom Stem
buildcraftsilicon:plug_facade:0, Facade: Elder Mushroom Stem
buildcraftsilicon:plug_facade:0, Facade: Fiery Nether Bricks
buildcraftsilicon:plug_facade:0, Facade: Fiery Nether Bricks
buildcraftsilicon:plug_facade:0, Facade: Fiery Nether Brick Slab
buildcraftsilicon:plug_facade:0, Facade: Fiery Nether Brick Slab
buildcraftsilicon:plug_facade:0, Facade: Fiery Netherrack
buildcraftsilicon:plug_facade:0, Facade: Fiery Netherrack
buildcraftsilicon:plug_facade:0, Facade: Frostburn Ice
buildcraftsilicon:plug_facade:0, Facade: Frostburn Ice
buildcraftsilicon:plug_facade:0, Facade: Gloomy Nether Bricks
buildcraftsilicon:plug_facade:0, Facade: Gloomy Nether Bricks
buildcraftsilicon:plug_facade:0, Facade: Gloomy Nether Brick Slab
buildcraftsilicon:plug_facade:0, Facade: Gloomy Nether Brick Slab
buildcraftsilicon:plug_facade:0, Facade: Gloomy Netherrack
buildcraftsilicon:plug_facade:0, Facade: Gloomy Netherrack
buildcraftsilicon:plug_facade:0, Facade: Hyphae
buildcraftsilicon:plug_facade:0, Facade: Hyphae
buildcraftsilicon:plug_facade:0, Facade: Icy Nether Bricks
buildcraftsilicon:plug_facade:0, Facade: Icy Nether Bricks
buildcraftsilicon:plug_facade:0, Facade: Icy Nether Brick Slab
buildcraftsilicon:plug_facade:0, Facade: Icy Nether Brick Slab
buildcraftsilicon:plug_facade:0, Facade: Icy Netherrack
buildcraftsilicon:plug_facade:0, Facade: Icy Netherrack
buildcraftsilicon:plug_facade:0, Facade: Lively Nether Bricks
buildcraftsilicon:plug_facade:0, Facade: Lively Nether Bricks
buildcraftsilicon:plug_facade:0, Facade: Lively Nether Brick Slab
buildcraftsilicon:plug_facade:0, Facade: Lively Nether Brick Slab
buildcraftsilicon:plug_facade:0, Facade: Lively Netherrack
buildcraftsilicon:plug_facade:0, Facade: Lively Netherrack
buildcraftsilicon:plug_facade:0, Facade: Nether Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Nether Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Red Elder Mushroom Cap
buildcraftsilicon:plug_facade:0, Facade: Red Elder Mushroom Cap
buildcraftsilicon:plug_facade:0, Facade: Red Nether Brick Slab
buildcraftsilicon:plug_facade:0, Facade: Red Nether Brick Slab
buildcraftsilicon:plug_facade:0, Facade: Nether Rime Block
buildcraftsilicon:plug_facade:0, Facade: Nether Rime Block
buildcraftsilicon:plug_facade:0, Facade: Nether Rime Ore
buildcraftsilicon:plug_facade:0, Facade: Nether Rime Ore
buildcraftsilicon:plug_facade:0, Facade: Smooth Basalt
buildcraftsilicon:plug_facade:0, Facade: Smooth Basalt
buildcraftsilicon:plug_facade:0, Facade: Smooth Basalt Slab
buildcraftsilicon:plug_facade:0, Facade: Smooth Basalt Slab
buildcraftsilicon:plug_facade:0, Facade: Worn Iron Block
buildcraftsilicon:plug_facade:0, Facade: Worn Iron Block
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Destination Analyzer
buildcraftsilicon:plug_facade:0, Facade: Dimensional Shard Ore
buildcraftsilicon:plug_facade:0, Facade: Dimensional Shard Ore
buildcraftsilicon:plug_facade:0, Facade: Dimensional Shard Ore
buildcraftsilicon:plug_facade:0, Facade: Dimensional Shard Ore
buildcraftsilicon:plug_facade:0, Facade: Dimensional Shard Ore
buildcraftsilicon:plug_facade:0, Facade: Dimensional Shard Ore
buildcraftsilicon:plug_facade:0, Facade: Machine Base
buildcraftsilicon:plug_facade:0, Facade: Machine Base
buildcraftsilicon:plug_facade:0, Facade: Machine Frame
buildcraftsilicon:plug_facade:0, Facade: Machine Frame
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Matter Booster
buildcraftsilicon:plug_facade:0, Facade: Shield Template
buildcraftsilicon:plug_facade:0, Facade: Shield Template
buildcraftsilicon:plug_facade:0, Facade: Shield Template
buildcraftsilicon:plug_facade:0, Facade: Shield Template
buildcraftsilicon:plug_facade:0, Facade: Shield Template
buildcraftsilicon:plug_facade:0, Facade: Shield Template
buildcraftsilicon:plug_facade:0, Facade: Shield Template
buildcraftsilicon:plug_facade:0, Facade: Shield Template
buildcraftsilicon:plug_facade:0, Facade: Space Chamber Corner Block
buildcraftsilicon:plug_facade:0, Facade: Space Chamber Corner Block
buildcraftsilicon:plug_facade:0, Facade: Support Block
buildcraftsilicon:plug_facade:0, Facade: Support Block
buildcraftsilicon:plug_facade:0, Facade: Support Block
buildcraftsilicon:plug_facade:0, Facade: Support Block
buildcraftsilicon:plug_facade:0, Facade: Support Block
buildcraftsilicon:plug_facade:0, Facade: Support Block
buildcraftsilicon:plug_facade:0, Facade: Smooth Brownstone
buildcraftsilicon:plug_facade:0, Facade: Smooth Brownstone
buildcraftsilicon:plug_facade:0, Facade: Rough Brownstone
buildcraftsilicon:plug_facade:0, Facade: Rough Brownstone
buildcraftsilicon:plug_facade:0, Facade: Brownstone Paver
buildcraftsilicon:plug_facade:0, Facade: Brownstone Paver
buildcraftsilicon:plug_facade:0, Facade: Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Cracked Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Cracked Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Fancy Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Fancy Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Square Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Square Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Brownstone Road
buildcraftsilicon:plug_facade:0, Facade: Brownstone Road
buildcraftsilicon:plug_facade:0, Facade: Brownstone Creeperface
buildcraftsilicon:plug_facade:0, Facade: Brownstone Creeperface
buildcraftsilicon:plug_facade:0, Facade: Triangle Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Triangle Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Small Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Small Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Brownstone Tiles
buildcraftsilicon:plug_facade:0, Facade: Brownstone Tiles
buildcraftsilicon:plug_facade:0, Facade: Mud Bricks
buildcraftsilicon:plug_facade:0, Facade: Mud Bricks
buildcraftsilicon:plug_facade:0, Facade: Dried Clay
buildcraftsilicon:plug_facade:0, Facade: Dried Clay
buildcraftsilicon:plug_facade:0, Facade: Dried Bricks
buildcraftsilicon:plug_facade:0, Facade: Dried Bricks
buildcraftsilicon:plug_facade:0, Facade: Lavawood
buildcraftsilicon:plug_facade:0, Facade: Lavawood
buildcraftsilicon:plug_facade:0, Facade: Firewood
buildcraftsilicon:plug_facade:0, Facade: Firewood
buildcraftsilicon:plug_facade:0, Facade: Block of Cobalt
buildcraftsilicon:plug_facade:0, Facade: Block of Cobalt
buildcraftsilicon:plug_facade:0, Facade: Block of Ardite
buildcraftsilicon:plug_facade:0, Facade: Block of Ardite
buildcraftsilicon:plug_facade:0, Facade: Block of Manyullyn
buildcraftsilicon:plug_facade:0, Facade: Block of Manyullyn
buildcraftsilicon:plug_facade:0, Facade: Block of Knightslime
buildcraftsilicon:plug_facade:0, Facade: Block of Knightslime
buildcraftsilicon:plug_facade:0, Facade: Block of Pigiron
buildcraftsilicon:plug_facade:0, Facade: Block of Pigiron
buildcraftsilicon:plug_facade:0, Facade: Block of Aluminum Brass
buildcraftsilicon:plug_facade:0, Facade: Block of Aluminum Brass
buildcraftsilicon:plug_facade:0, Facade: Silky Block of Jewel
buildcraftsilicon:plug_facade:0, Facade: Silky Block of Jewel
buildcraftsilicon:plug_facade:0, Facade: Cobalt Ore
buildcraftsilicon:plug_facade:0, Facade: Cobalt Ore
buildcraftsilicon:plug_facade:0, Facade: Ardite Ore
buildcraftsilicon:plug_facade:0, Facade: Ardite Ore
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Blood Slime Block
buildcraftsilicon:plug_facade:0, Facade: Blood Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Bloodblock
buildcraftsilicon:plug_facade:0, Facade: Congealed Bloodblock
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Congealed Slime Block
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Magma Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Magma Slimy Dirt
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Purple Slimy Grass
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Slimy Leaves
buildcraftsilicon:plug_facade:0, Facade: Grout
buildcraftsilicon:plug_facade:0, Facade: Grout
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Mud
buildcraftsilicon:plug_facade:0, Facade: Green Slimy Mud
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Mud
buildcraftsilicon:plug_facade:0, Facade: Blue Slimy Mud
buildcraftsilicon:plug_facade:0, Facade: Graveyard Soil
buildcraftsilicon:plug_facade:0, Facade: Graveyard Soil
buildcraftsilicon:plug_facade:0, Facade: Consecrated Soil
buildcraftsilicon:plug_facade:0, Facade: Consecrated Soil
buildcraftsilicon:plug_facade:0, Facade: Slimy Magma Mud
buildcraftsilicon:plug_facade:0, Facade: Slimy Magma Mud
buildcraftsilicon:plug_facade:0, Facade: Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Aluminum Ore
buildcraftsilicon:plug_facade:0, Facade: Aluminum Ore
buildcraftsilicon:plug_facade:0, Facade: Nickel Ore
buildcraftsilicon:plug_facade:0, Facade: Nickel Ore
buildcraftsilicon:plug_facade:0, Facade: Platinum Ore
buildcraftsilicon:plug_facade:0, Facade: Platinum Ore
buildcraftsilicon:plug_facade:0, Facade: Iridium Ore
buildcraftsilicon:plug_facade:0, Facade: Iridium Ore
buildcraftsilicon:plug_facade:0, Facade: Mana Infused Ore
buildcraftsilicon:plug_facade:0, Facade: Mana Infused Ore
buildcraftsilicon:plug_facade:0, Facade: Oil Sand
buildcraftsilicon:plug_facade:0, Facade: Oil Sand
buildcraftsilicon:plug_facade:0, Facade: Oil Shale
buildcraftsilicon:plug_facade:0, Facade: Oil Shale
buildcraftsilicon:plug_facade:0, Facade: Destabilized Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Destabilized Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Energized Netherrack
buildcraftsilicon:plug_facade:0, Facade: Energized Netherrack
buildcraftsilicon:plug_facade:0, Facade: Resonant End Stone
buildcraftsilicon:plug_facade:0, Facade: Resonant End Stone
buildcraftsilicon:plug_facade:0, Facade: Oil Sand
buildcraftsilicon:plug_facade:0, Facade: Oil Sand
buildcraftsilicon:plug_facade:0, Facade: Black Rockwool
buildcraftsilicon:plug_facade:0, Facade: Black Rockwool
buildcraftsilicon:plug_facade:0, Facade: Red Rockwool
buildcraftsilicon:plug_facade:0, Facade: Red Rockwool
buildcraftsilicon:plug_facade:0, Facade: Green Rockwool
buildcraftsilicon:plug_facade:0, Facade: Green Rockwool
buildcraftsilicon:plug_facade:0, Facade: Brown Rockwool
buildcraftsilicon:plug_facade:0, Facade: Brown Rockwool
buildcraftsilicon:plug_facade:0, Facade: Blue Rockwool
buildcraftsilicon:plug_facade:0, Facade: Blue Rockwool
buildcraftsilicon:plug_facade:0, Facade: Purple Rockwool
buildcraftsilicon:plug_facade:0, Facade: Purple Rockwool
buildcraftsilicon:plug_facade:0, Facade: Cyan Rockwool
buildcraftsilicon:plug_facade:0, Facade: Cyan Rockwool
buildcraftsilicon:plug_facade:0, Facade: Light Gray Rockwool
buildcraftsilicon:plug_facade:0, Facade: Light Gray Rockwool
buildcraftsilicon:plug_facade:0, Facade: Gray Rockwool
buildcraftsilicon:plug_facade:0, Facade: Gray Rockwool
buildcraftsilicon:plug_facade:0, Facade: Pink Rockwool
buildcraftsilicon:plug_facade:0, Facade: Pink Rockwool
buildcraftsilicon:plug_facade:0, Facade: Lime Rockwool
buildcraftsilicon:plug_facade:0, Facade: Lime Rockwool
buildcraftsilicon:plug_facade:0, Facade: Yellow Rockwool
buildcraftsilicon:plug_facade:0, Facade: Yellow Rockwool
buildcraftsilicon:plug_facade:0, Facade: Light Blue Rockwool
buildcraftsilicon:plug_facade:0, Facade: Light Blue Rockwool
buildcraftsilicon:plug_facade:0, Facade: Magenta Rockwool
buildcraftsilicon:plug_facade:0, Facade: Magenta Rockwool
buildcraftsilicon:plug_facade:0, Facade: Orange Rockwool
buildcraftsilicon:plug_facade:0, Facade: Orange Rockwool
buildcraftsilicon:plug_facade:0, Facade: White Rockwool
buildcraftsilicon:plug_facade:0, Facade: White Rockwool
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Aluminum
buildcraftsilicon:plug_facade:0, Facade: Block of Aluminum
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Iridium
buildcraftsilicon:plug_facade:0, Facade: Block of Iridium
buildcraftsilicon:plug_facade:0, Facade: Block of Mana Infused Metal
buildcraftsilicon:plug_facade:0, Facade: Block of Mana Infused Metal
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Bronze
buildcraftsilicon:plug_facade:0, Facade: Block of Bronze
buildcraftsilicon:plug_facade:0, Facade: Block of Constantan
buildcraftsilicon:plug_facade:0, Facade: Block of Constantan
buildcraftsilicon:plug_facade:0, Facade: Block of Signalum
buildcraftsilicon:plug_facade:0, Facade: Block of Signalum
buildcraftsilicon:plug_facade:0, Facade: Block of Lumium
buildcraftsilicon:plug_facade:0, Facade: Block of Lumium
buildcraftsilicon:plug_facade:0, Facade: Block of Enderium
buildcraftsilicon:plug_facade:0, Facade: Block of Enderium
buildcraftsilicon:plug_facade:0, Facade: Block of Charcoal
buildcraftsilicon:plug_facade:0, Facade: Block of Charcoal
buildcraftsilicon:plug_facade:0, Facade: Block of Coal Coke
buildcraftsilicon:plug_facade:0, Facade: Block of Coal Coke
additionalpipes:dog_deaggravator, Dog Deaggravator
additionalpipes:teleport_tether, Teleport Tether [WIP]
additionalpipes:pipe_items_addition:0, Addition Transport Pipe
additionalpipes:pipe_items_adv_wood:0, Adv. Wooden Transport Pipe
additionalpipes:pipe_items_closed:0, Closed Transport Pipe
additionalpipes:pipe_items_distribution:0, Distribution Transport Pipe
additionalpipes:pipe_items_gravity_feed:0, Gravity Feed Transport Pipe
additionalpipes:pipe_items_priority:0, Priority Insertion Pipe
additionalpipes:pipe_items_jeweled:0, Jeweled Transport Pipe
additionalpipes:pipe_items_teleport:0, Item Teleport Pipe
additionalpipes:pipe_fluids_teleport:0, Fluid Teleport Pipe
additionalpipes:pipe_items_switch:0, Switch Transport Pipe
additionalpipes:pipe_fluids_switch:0, Switch Fluid Pipe
additionalpipes:pipe_power_switch:0, Switch Kinesis Pipe
additionalpipes:pipe_fluids_water_pump:0, Water Pump Pipe
buildcraftbuilders:snapshot:2, Blueprint
buildcraftbuilders:snapshot:0, Template
buildcraftbuilders:schematic_single:0, Single Block Schematic
buildcraftbuilders:filler_planner, Filler Planner
buildcraftbuilders:filler, Filler
buildcraftbuilders:builder, Builder
buildcraftbuilders:architect, Architect Table
buildcraftbuilders:library, Electronic Library
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Frame
buildcraftbuilders:quarry, Quarry
buildcraftenergy:glob_of_oil, item.globOil.name
buildcraftrobotics:zone_planner, Zone Planner
chiselsandbits:chisel_stone, Stone Chisel
chiselsandbits:chisel_iron, Iron Chisel
chiselsandbits:chisel_gold, Golden Chisel
chiselsandbits:chisel_diamond, Diamond Chisel
chiselsandbits:positiveprint, Positive Chisel Design
chiselsandbits:negativeprint, Negative Chisel Design
chiselsandbits:mirrorprint, Mirror Chisel Design
chiselsandbits:bit_bag, Chiseled Bit Bag
chiselsandbits:wrench_wood, Wooden Wrench
chiselsandbits:bitsaw_diamond, Diamond Bit Saw
chiselsandbits:block_bit:0, Chiseled Bit - Stone
chiselsandbits:block_bit:0, Chiseled Bit - Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Grass Block
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Coarse Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Birch Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Block
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sandstone
